kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2
mv_kernel_gpu_mem,8509,1,1,8,128,76876808,8000,8008,76876800,2,1000,9600
mv_kernel_gpu,1783,1,1,8,128,8,0,8,0,2,1000,9600
mv_kernel_cpu,32034,0,1,1,64,0,0,0,0,2,100,100
mv_kernel_gpu_mem,208,1,1,1,128,80808,800,808,80800,2,100,100
mv_kernel_gpu,44,1,1,1,128,8,0,8,0,2,100,100
mv_kernel_cpu,44767,0,1,1,64,0,0,0,0,2,100,1100
mv_kernel_gpu_mem,421,1,1,1,128,888808,800,808,888800,2,100,1100
mv_kernel_gpu,125,1,1,1,128,8,0,8,0,2,100,1100
mv_kernel_cpu,26357,0,1,1,64,0,0,0,0,2,100,1600
mv_kernel_gpu_mem,483,1,1,1,128,1292808,800,808,1292800,2,100,1600
mv_kernel_gpu,189,1,1,1,128,8,0,8,0,2,100,1600
mv_kernel_cpu,35192,0,1,1,64,0,0,0,0,2,100,2100
mv_kernel_gpu_mem,497,1,1,1,128,1696808,800,808,1696800,2,100,2100
mv_kernel_gpu,204,1,1,1,128,8,0,8,0,2,100,2100
mv_kernel_cpu,24999,0,1,1,64,0,0,0,0,2,100,2600
mv_kernel_gpu_mem,848,1,1,1,128,2100808,800,808,2100800,2,100,2600
mv_kernel_gpu,266,1,1,1,128,8,0,8,0,2,100,2600
mv_kernel_cpu,57211,0,1,1,64,0,0,0,0,2,100,3100
mv_kernel_gpu_mem,917,1,1,1,128,2504808,800,808,2504800,2,100,3100
mv_kernel_gpu,275,1,1,1,128,8,0,8,0,2,100,3100
mv_kernel_cpu,24757,0,1,1,64,0,0,0,0,2,100,3600
mv_kernel_gpu_mem,1060,1,1,1,128,2908808,800,808,2908800,2,100,3600
mv_kernel_gpu,406,1,1,1,128,8,0,8,0,2,100,3600
mv_kernel_cpu,36355,0,1,1,64,0,0,0,0,2,100,4100
mv_kernel_gpu_mem,910,1,1,1,128,3312808,800,808,3312800,2,100,4100
mv_kernel_gpu,340,1,1,1,128,8,0,8,0,2,100,4100
mv_kernel_cpu,22126,0,1,1,64,0,0,0,0,2,100,4600
mv_kernel_gpu_mem,2160,1,1,1,128,3716808,800,808,3716800,2,100,4600
mv_kernel_gpu,448,1,1,1,128,8,0,8,0,2,100,4600
mv_kernel_cpu,25409,0,1,1,64,0,0,0,0,2,100,5100
mv_kernel_gpu_mem,2693,1,1,1,128,4120808,800,808,4120800,2,100,5100
mv_kernel_gpu,437,1,1,1,128,8,0,8,0,2,100,5100
mv_kernel_cpu,26264,0,1,1,64,0,0,0,0,2,100,5600
mv_kernel_gpu_mem,1506,1,1,1,128,4524808,800,808,4524800,2,100,5600
mv_kernel_gpu,590,1,1,1,128,8,0,8,0,2,100,5600
mv_kernel_cpu,24394,0,1,1,64,0,0,0,0,2,100,600
mv_kernel_gpu_mem,258,1,1,1,128,484808,800,808,484800,2,100,600
mv_kernel_gpu,90,1,1,1,128,8,0,8,0,2,100,600
mv_kernel_cpu,39872,0,1,1,64,0,0,0,0,2,100,6100
mv_kernel_gpu_mem,1479,1,1,1,128,4928808,800,808,4928800,2,100,6100
mv_kernel_gpu,506,1,1,1,128,8,0,8,0,2,100,6100
mv_kernel_cpu,36039,0,1,1,64,0,0,0,0,2,100,6600
mv_kernel_gpu_mem,1630,1,1,1,128,5332808,800,808,5332800,2,100,6600
mv_kernel_gpu,598,1,1,1,128,8,0,8,0,2,100,6600
mv_kernel_cpu,29253,0,1,1,64,0,0,0,0,2,100,7100
mv_kernel_gpu_mem,1594,1,1,1,128,5736808,800,808,5736800,2,100,7100
mv_kernel_gpu,609,1,1,1,128,8,0,8,0,2,100,7100
mv_kernel_cpu,29232,0,1,1,64,0,0,0,0,2,100,7600
mv_kernel_gpu_mem,1687,1,1,1,128,6140808,800,808,6140800,2,100,7600
mv_kernel_gpu,903,1,1,1,128,8,0,8,0,2,100,7600
mv_kernel_cpu,29522,0,1,1,64,0,0,0,0,2,100,8100
mv_kernel_gpu_mem,2165,1,1,1,128,6544808,800,808,6544800,2,100,8100
mv_kernel_gpu,1101,1,1,1,128,8,0,8,0,2,100,8100
mv_kernel_cpu,30169,0,1,1,64,0,0,0,0,2,100,8600
mv_kernel_gpu_mem,2243,1,1,1,128,6948808,800,808,6948800,2,100,8600
mv_kernel_gpu,1116,1,1,1,128,8,0,8,0,2,100,8600
mv_kernel_cpu,34489,0,1,1,64,0,0,0,0,2,100,9100
mv_kernel_gpu_mem,2321,1,1,1,128,7352808,800,808,7352800,2,100,9100
mv_kernel_gpu,1444,1,1,1,128,8,0,8,0,2,100,9100
mv_kernel_cpu,21323,0,1,1,64,0,0,0,0,2,100,9600
mv_kernel_gpu_mem,3217,1,1,1,128,7756808,800,808,7756800,2,100,9600
mv_kernel_gpu,1433,1,1,1,128,8,0,8,0,2,100,9600
mv_kernel_cpu,29640,0,1,1,64,0,0,0,0,2,10100,100
mv_kernel_gpu_mem,1214,1,1,79,128,8080808,80800,80808,8080800,2,10100,100
mv_kernel_gpu,78,1,1,79,128,8,0,8,0,2,10100,100
mv_kernel_cpu,45482,0,1,1,64,0,0,0,0,2,10100,1100
