kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2
transpose_kernel_gpu_collapse,1202,1,2,240,256,8,0,8,0,2,100,4500

transpose_kernel_cpu,6020,0,1,1,48,0,0,0,0,2,100,4600
transpose_kernel_cpu_collapse,224,0,2,1,48,0,0,0,0,2,100,4600
transpose_kernel_gpu_mem,23584,1,1,18,256,3680008,3680000,3680008,3680000,2,100,4600
transpose_kernel_gpu_collapse_mem,13818,1,2,240,256,3680008,3680000,3680008,3680000,2,100,4600
transpose_kernel_gpu,515,1,1,18,256,8,0,8,0,2,100,4600
transpose_kernel_gpu_collapse,1190,1,2,240,256,8,0,8,0,2,100,4600

0
transpose_kernel_cpu,16766,0,1,1,48,0,0,0,0,2,100,4700
transpose_kernel_cpu_collapse,367,0,2,1,48,0,0,0,0,2,100,4700
transpose_kernel_gpu_mem,26541,1,1,19,256,3760008,3760000,3760008,3760000,2,100,4700
transpose_kernel_gpu_collapse_mem,2084,1,2,240,256,3760008,3760000,3760008,3760000,2,100,4700
transpose_kernel_gpu,509,1,1,19,256,8,0,8,0,2,100,4700
transpose_kernel_gpu_collapse,468,1,2,240,256,8,0,8,0,2,100,4700
0
transpose_kernel_cpu,3337,0,1,1,48,0,0,0,0,2,100,4800
transpose_kernel_cpu_collapse,249,0,2,1,48,0,0,0,0,2,100,4800
transpose_kernel_gpu_mem,8354,1,1,19,256,3840008,3840000,3840008,3840000,2,100,4800
transpose_kernel_gpu_collapse_mem,2021,1,2,240,256,3840008,3840000,3840008,3840000,2,100,4800
transpose_kernel_gpu,543,1,1,19,256,8,0,8,0,2,100,4800
transpose_kernel_gpu_collapse,688,1,2,240,256,8,0,8,0,2,100,4800
0



transpose_kernel_cpu,17652,0,1,1,48,0,0,0,0,2,100,4900
transpose_kernel_cpu_collapse,219,0,2,1,48,0,0,0,0,2,100,4900
transpose_kernel_gpu_mem,24272,1,1,20,256,3920008,3920000,3920008,3920000,2,100,4900
transpose_kernel_gpu_collapse_mem,16177,1,2,240,256,3920008,3920000,3920008,3920000,2,100,4900
transpose_kernel_gpu,531,1,1,20,256,8,0,8,0,2,100,4900
transpose_kernel_gpu_collapse,1819,1,2,240,256,8,0,8,0,2,100,4900
transpose_kernel_cpu,4185,0,1,1,48,0,0,0,0,2,100,5000
transpose_kernel_cpu_collapse,5669,0,2,1,48,0,0,0,0,2,100,5000
transpose_kernel_gpu_mem,26970,1,1,20,256,4000008,4000000,4000008,4000000,2,100,5000
transpose_kernel_gpu_collapse_mem,2099,1,2,240,256,4000008,4000000,4000008,4000000,2,100,5000
transpose_kernel_gpu,508,1,1,20,256,8,0,8,0,2,100,5000
transpose_kernel_gpu_collapse,475,1,2,240,256,8,0,8,0,2,100,5000

transpose_kernel_cpu,12281,0,1,1,48,0,0,0,0,2,100,500
transpose_kernel_cpu_collapse,7942,0,2,1,48,0,0,0,0,2,100,500
transpose_kernel_gpu_mem,1936,1,1,2,256,400008,400000,400008,400000,2,100,500
transpose_kernel_gpu_collapse_mem,968,1,2,196,256,400008,400000,400008,400000,2,100,500
transpose_kernel_gpu,507,1,1,2,256,8,0,8,0,2,100,500
transpose_kernel_gpu_collapse,465,1,2,196,256,8,0,8,0,2,100,500
transpose_kernel_cpu,6730,0,1,1,48,0,0,0,0,2,100,5100
transpose_kernel_cpu_collapse,174,0,2,1,48,0,0,0,0,2,100,5100
transpose_kernel_gpu_mem,23891,1,1,20,256,4080008,4080000,4080008,4080000,2,100,5100
transpose_kernel_gpu_collapse_mem,31372,1,2,240,256,4080008,4080000,4080008,4080000,2,100,5100
transpose_kernel_gpu,531,1,1,20,256,8,0,8,0,2,100,5100
transpose_kernel_gpu_collapse,1323,1,2,240,256,8,0,8,0,2,100,5100

transpose_kernel_cpu,6846,0,1,1,48,0,0,0,0,2,100,5200
transpose_kernel_cpu_collapse,170,0,2,1,48,0,0,0,0,2,100,5200
transpose_kernel_gpu_mem,25198,1,1,21,256,4160008,4160000,4160008,4160000,2,100,5200
